Time,Species Name,Population,Habitat Area (km²),Migration,Reproduction Rate,Predation Risk,Environmental Threat,Season,Region,Forest Type,Urbanization,Extinction Risk
2021-05-30,Cắt nhỏ bụng vàng,27449,371,Một phần,2.08,Trung bình,9,Thu,Đồng bằng,Ôn đới,83,Nguy cơ thấp
2021-05-30,Chào mào,149695,160,Không,2.31,Trung bình,2,Hạ,Đồi núi,Nhiệt đới,97,Nguy cơ cao
2021-05-30,Cú mèo,35081,223,Một phần,2.81,Cao,8,Thu,Trung du,Rừng ngập mặn,38,Không có nguy cơ
2021-05-30,Chích chòe,136271,226,Không,4.48,Cao,6,Xuân,Trung du,Nhiệt đới,63,Nguy cơ cao
2021-06-06,Cu Gáy,163958,469,Có,3.33,Thấp,7,Thu,Đồng bằng,Ôn đới,10,Nguy cơ thấp
2021-06-06,Yến núi,10316,316,Không,2.99,Trung bình,3,Thu,Trung du,Rừng ngập mặn,24,Không có nguy cơ
2021-06-06,Chào mào,149882,334,Không,3.69,Trung bình,3,Đông,Đồi núi,Nhiệt đới,16,Nguy cơ cao
2021-06-06,Công,20909,326,Một phần,3.39,Cao,1,Xuân,Trung du,Nhiệt đới,0,Nguy cơ thấp
2021-06-06,Cắt nhỏ bụng vàng,27391,372,Có,3.94,Thấp,5,Hạ,Trung du,Rừng ngập mặn,78,Nguy cơ trung bình
2021-06-06,Cú mèo,35011,481,Có,2.04,Thấp,6,Đông,Đồi núi,Rừng ngập mặn,40,Nguy cơ trung bình
2021-06-06,Chích chòe,136510,87,Có,1.69,Thấp,7,Đông,Trung du,Nhiệt đới,58,Nguy cơ cao
2021-06-13,Cắt nhỏ bụng vàng,27333,368,Không,3.34,Trung bình,8,Xuân,Đồng bằng,Nhiệt đới,89,Nguy cơ cao
2021-06-13,Chào mào,150070,42,Một phần,3.49,Cao,10,Hạ,Trung du,Nhiệt đới,6,Nguy cơ cao
2021-06-13,Chích chòe,136748,467,Một phần,4.49,Trung bình,5,Đông,Đồi núi,Ôn đới,70,Nguy cơ cao
2021-06-13,Cú mèo,34941,456,Một phần,4.22,Trung bình,5,Xuân,Đồi núi,Ôn đới,38,Nguy cơ trung bình
2021-06-13,Công,20915,361,Một phần,3.55,Cao,6,Xuân,Đồng bằng,Nhiệt đới,61,Nguy cơ cao
2021-06-13,Cu Gáy,164040,194,Một phần,3.75,Trung bình,9,Thu,Trung du,Ôn đới,100,Nguy cơ trung bình
2021-06-13,Yến núi,10318,452,Có,4.77,Cao,6,Xuân,Đồi núi,Nhiệt đới,60,Nguy cơ trung bình
2021-06-20,Chích chòe,136988,202,Một phần,3.79,Cao,6,Xuân,Đồng bằng,Rừng ngập mặn,22,Nguy cơ cao
2021-06-20,Cú mèo,34871,497,Một phần,2.65,Thấp,5,Xuân,Trung du,Ôn đới,34,Nguy cơ trung bình
2021-06-20,Cắt nhỏ bụng vàng,27275,40,Không,4.36,Cao,5,Xuân,Trung du,Nhiệt đới,17,Nguy cơ trung bình
2021-06-20,Chào mào,150257,251,Không,1.7,Thấp,9,Hạ,Trung du,Nhiệt đới,60,Nguy cơ cao
2021-06-20,Yến núi,10319,207,Một phần,4.66,Trung bình,1,Xuân,Trung du,Nhiệt đới,47,Không có nguy cơ
2021-06-20,Công,20920,433,Không,3.33,Cao,8,Thu,Đồng bằng,Ôn đới,22,Nguy cơ cao
2021-06-20,Cu Gáy,164122,372,Không,3.39,Trung bình,7,Hạ,Trung du,Rừng ngập mặn,77,Nguy cơ thấp
2021-06-27,Chích chòe,137227,462,Không,2.03,Cao,7,Thu,Trung du,Rừng ngập mặn,1,Nguy cơ cao
2021-06-27,Cu Gáy,164204,408,Có,2.64,Thấp,2,Xuân,Trung du,Rừng ngập mặn,22,Nguy cơ trung bình
2021-06-27,Cắt nhỏ bụng vàng,27217,356,Có,2.34,Thấp,1,Xuân,Đồng bằng,Rừng ngập mặn,74,Không có nguy cơ
2021-06-27,Yến núi,10321,27,Một phần,4.16,Trung bình,7,Đông,Đồng bằng,Ôn đới,46,Không có nguy cơ
2021-06-27,Công,20925,365,Không,3.04,Cao,1,Đông,Đồi núi,Nhiệt đới,80,Nguy cơ cao
2021-06-27,Cú mèo,34801,331,Một phần,4.87,Thấp,3,Xuân,Trung du,Rừng ngập mặn,2,Không có nguy cơ
2021-06-27,Chào mào,150445,134,Không,3.78,Trung bình,2,Đông,Đồi núi,Nhiệt đới,51,Nguy cơ cao
2021-07-04,Công,17447,306,Có,4.86,Thấp,3,Đông,Đồi núi,Ôn đới,37,Nguy cơ trung bình
2021-07-04,Chích chòe,131363,266,Không,2.76,Cao,2,Hạ,Đồi núi,Nhiệt đới,94,Nguy cơ trung bình
2021-07-04,Cú mèo,47775,316,Một phần,1.7,Thấp,3,Hạ,Trung du,Rừng ngập mặn,1,Nguy cơ thấp
2021-07-04,Chào mào,143940,314,Không,1.99,Trung bình,7,Thu,Trung du,Nhiệt đới,64,Nguy cơ cao
2021-07-04,Cu Gáy,197044,303,Không,4.3,Thấp,10,Hạ,Đồi núi,Ôn đới,49,Nguy cơ trung bình
2021-07-04,Cắt nhỏ bụng vàng,31856,198,Một phần,1.65,Thấp,4,Xuân,Trung du,Ôn đới,33,Nguy cơ trung bình
2021-07-04,Yến núi,11461,289,Không,1.73,Cao,3,Hạ,Trung du,Nhiệt đới,15,Không có nguy cơ
2021-07-11,Cu Gáy,197340,497,Không,1.11,Cao,8,Đông,Trung du,Nhiệt đới,47,Nguy cơ thấp
2021-07-11,Chích chòe,131560,237,Một phần,1.79,Cao,3,Hạ,Đồi núi,Ôn đới,62,Nguy cơ trung bình
2021-07-11,Chào mào,144084,500,Có,4.87,Trung bình,5,Đông,Đồi núi,Rừng ngập mặn,38,Nguy cơ cao
2021-07-11,Yến núi,11470,365,Có,2.42,Cao,9,Thu,Đồng bằng,Nhiệt đới,59,Nguy cơ trung bình
2021-07-11,Cú mèo,47763,269,Không,4.3,Thấp,4,Thu,Trung du,Ôn đới,88,Nguy cơ trung bình
2021-07-11,Cắt nhỏ bụng vàng,31816,131,Không,2.23,Trung bình,5,Thu,Đồi núi,Ôn đới,68,Nguy cơ trung bình
2021-07-11,Công,17434,362,Có,3.05,Thấp,6,Đông,Đồi núi,Nhiệt đới,62,Nguy cơ thấp
2021-07-18,Công,17421,62,Một phần,3.75,Cao,2,Thu,Đồng bằng,Nhiệt đới,68,Không có nguy cơ
2021-07-18,Cắt nhỏ bụng vàng,31776,422,Có,2.84,Thấp,7,Thu,Đồi núi,Rừng ngập mặn,21,Nguy cơ thấp
2021-07-18,Cú mèo,47751,364,Không,2.24,Trung bình,1,Thu,Trung du,Ôn đới,8,Nguy cơ cao
2021-07-18,Chích chòe,131757,307,Không,2.56,Thấp,2,Đông,Đồi núi,Nhiệt đới,4,Nguy cơ trung bình
2021-07-18,Cu Gáy,197636,138,Một phần,3.52,Cao,1,Xuân,Trung du,Nhiệt đới,100,Nguy cơ trung bình
2021-07-18,Yến núi,11479,422,Một phần,2.82,Trung bình,2,Thu,Đồi núi,Nhiệt đới,31,Nguy cơ trung bình
2021-07-18,Chào mào,144228,280,Không,2.09,Trung bình,3,Thu,Trung du,Rừng ngập mặn,48,Nguy cơ cao
2021-07-25,Chích chòe,131955,83,Không,1.87,Thấp,5,Đông,Đồng bằng,Nhiệt đới,83,Nguy cơ trung bình
2021-07-25,Yến núi,11487,474,Không,1.54,Thấp,10,Thu,Trung du,Rừng ngập mặn,49,Không có nguy cơ
2021-07-25,Cu Gáy,197932,90,Có,2.03,Trung bình,9,Đông,Đồi núi,Rừng ngập mặn,30,Nguy cơ thấp
2021-07-25,Cú mèo,47739,44,Một phần,4.27,Trung bình,3,Đông,Trung du,Ôn đới,40,Nguy cơ trung bình
2021-07-25,Cắt nhỏ bụng vàng,31737,435,Một phần,4.01,Thấp,1,Đông,Đồng bằng,Ôn đới,53,Nguy cơ trung bình
2021-07-25,Công,17408,373,Một phần,4,Cao,8,Xuân,Trung du,Nhiệt đới,37,Nguy cơ cao
2021-07-25,Chào mào,144372,320,Không,2.17,Trung bình,7,Thu,Đồng bằng,Nhiệt đới,98,Nguy cơ cao
2021-08-01,Cu Gáy,198229,358,Có,3.36,Cao,3,Đông,Trung du,Nhiệt đới,21,Nguy cơ trung bình
2021-08-01,Chào mào,144517,50,Có,2.9,Thấp,8,Xuân,Đồng bằng,Ôn đới,86,Nguy cơ cao
2021-08-01,Công,17394,166,Có,3.17,Trung bình,1,Xuân,Trung du,Nhiệt đới,49,Không có nguy cơ
2021-08-01,Chích chòe,132153,440,Một phần,1.13,Thấp,9,Hạ,Đồi núi,Ôn đới,37,Nguy cơ trung bình
2021-08-01,Yến núi,11496,291,Không,2.37,Trung bình,1,Hạ,Đồi núi,Nhiệt đới,71,Không có nguy cơ
2021-08-01,Cắt nhỏ bụng vàng,31697,208,Có,3.34,Thấp,6,Thu,Đồng bằng,Rừng ngập mặn,40,Không có nguy cơ
2021-08-01,Cú mèo,47727,112,Có,2.85,Trung bình,3,Thu,Trung du,Ôn đới,91,Nguy cơ cao
2021-08-08,Yến núi,11505,130,Một phần,1.54,Trung bình,10,Xuân,Đồi núi,Rừng ngập mặn,13,Nguy cơ cao
2021-08-08,Công,17381,163,Một phần,2.49,Thấp,7,Hạ,Đồng bằng,Ôn đới,46,Không có nguy cơ
2021-08-08,Chích chòe,132351,130,Có,2.41,Thấp,10,Xuân,Đồng bằng,Ôn đới,9,Nguy cơ trung bình
2021-08-08,Chào mào,144661,140,Có,1.95,Cao,5,Hạ,Đồi núi,Rừng ngập mặn,28,Nguy cơ cao
2021-08-08,Cu Gáy,198527,263,Có,3.42,Trung bình,5,Hạ,Đồng bằng,Nhiệt đới,12,Nguy cơ thấp
2021-08-08,Cắt nhỏ bụng vàng,31657,316,Không,4.81,Thấp,2,Hạ,Đồi núi,Ôn đới,87,Nguy cơ trung bình
2021-08-08,Cú mèo,47716,84,Một phần,3.09,Cao,2,Thu,Đồi núi,Ôn đới,9,Không có nguy cơ
2021-08-15,Cu Gáy,198824,79,Một phần,3.12,Cao,9,Thu,Đồng bằng,Nhiệt đới,88,Nguy cơ trung bình
2021-08-15,Cú mèo,47704,401,Không,1.87,Trung bình,10,Xuân,Đồng bằng,Ôn đới,1,Nguy cơ cao
2021-08-15,Chích chòe,132549,222,Có,2.52,Thấp,7,Đông,Đồi núi,Ôn đới,59,Nguy cơ trung bình
2021-08-15,Yến núi,11513,78,Không,2.61,Trung bình,4,Đông,Đồng bằng,Rừng ngập mặn,2,Không có nguy cơ
2021-08-15,Công,17368,442,Có,4.81,Cao,7,Xuân,Đồi núi,Rừng ngập mặn,71,Nguy cơ thấp
2021-08-15,Cắt nhỏ bụng vàng,31618,219,Có,1.45,Thấp,1,Đông,Đồng bằng,Ôn đới,50,Nguy cơ thấp
2021-08-15,Chào mào,144806,82,Một phần,3.6,Trung bình,5,Thu,Đồi núi,Ôn đới,6,Nguy cơ cao
2021-08-22,Chào mào,144951,128,Một phần,3.71,Cao,7,Xuân,Đồng bằng,Rừng ngập mặn,63,Nguy cơ cao
2021-08-22,Cắt nhỏ bụng vàng,31578,401,Có,3.35,Thấp,4,Xuân,Đồi núi,Nhiệt đới,40,Nguy cơ trung bình
2021-08-22,Yến núi,11522,288,Có,2.51,Cao,3,Xuân,Đồi núi,Nhiệt đới,17,Không có nguy cơ
2021-08-22,Chích chòe,132748,365,Không,4.46,Cao,3,Đông,Trung du,Rừng ngập mặn,44,Nguy cơ trung bình
2021-08-22,Cu Gáy,199123,81,Một phần,4.89,Thấp,2,Hạ,Đồi núi,Rừng ngập mặn,1,Nguy cơ trung bình
2021-08-22,Cú mèo,47692,481,Có,1.21,Trung bình,2,Thu,Đồng bằng,Ôn đới,98,Nguy cơ thấp
2021-08-22,Công,17355,31,Có,2.76,Cao,6,Xuân,Đồi núi,Nhiệt đới,22,Nguy cơ trung bình
2021-08-29,Chích chòe,132947,127,Có,1.59,Cao,3,Đông,Đồi núi,Rừng ngập mặn,33,Nguy cơ trung bình
2021-08-29,Cu Gáy,199421,240,Một phần,4.29,Cao,10,Thu,Trung du,Ôn đới,50,Nguy cơ thấp
2021-08-29,Công,17342,116,Có,1.13,Trung bình,10,Hạ,Đồi núi,Nhiệt đới,19,Nguy cơ trung bình
2021-08-29,Chào mào,145096,79,Có,4.06,Cao,2,Thu,Đồi núi,Ôn đới,45,Nguy cơ cao
2021-08-29,Yến núi,11530,77,Một phần,2.27,Cao,5,Đông,Trung du,Ôn đới,66,Nguy cơ cao
2021-08-29,Cú mèo,47680,27,Không,2.08,Cao,2,Thu,Trung du,Ôn đới,2,Nguy cơ thấp
2021-08-29,Cắt nhỏ bụng vàng,31539,50,Không,4.64,Cao,4,Đông,Đồng bằng,Nhiệt đới,83,Nguy cơ trung bình
2021-09-05,Yến núi,11539,15,Có,4.75,Cao,9,Thu,Đồi núi,Ôn đới,68,Nguy cơ cao
2021-09-05,Cu Gáy,199720,180,Không,4.78,Cao,4,Xuân,Trung du,Ôn đới,33,Nguy cơ trung bình
2021-09-05,Công,17329,474,Một phần,2.45,Trung bình,3,Thu,Trung du,Ôn đới,13,Không có nguy cơ
2021-09-05,Chào mào,145241,80,Một phần,1.19,Trung bình,2,Xuân,Trung du,Ôn đới,94,Nguy cơ cao
2021-09-05,Cú mèo,47668,495,Có,2.53,Cao,1,Hạ,Đồng bằng,Nhiệt đới,74,Không có nguy cơ
2021-09-05,Cắt nhỏ bụng vàng,31499,276,Có,3.24,Trung bình,6,Hạ,Đồi núi,Nhiệt đới,95,Nguy cơ cao
2021-09-05,Chích chòe,133147,246,Một phần,4.21,Cao,3,Thu,Trung du,Ôn đới,9,Nguy cơ trung bình
2021-09-12,Cú mèo,47656,114,Có,3.79,Thấp,1,Xuân,Đồng bằng,Nhiệt đới,71,Nguy cơ cao
2021-09-12,Cắt nhỏ bụng vàng,31460,94,Không,4.94,Trung bình,5,Đông,Đồng bằng,Nhiệt đới,25,Không có nguy cơ
2021-09-12,Công,17316,101,Một phần,3.72,Thấp,5,Xuân,Đồng bằng,Nhiệt đới,78,Nguy cơ cao
2021-09-12,Chào mào,145386,263,Một phần,2.21,Trung bình,9,Hạ,Đồng bằng,Nhiệt đới,40,Nguy cơ cao
2021-09-12,Cu Gáy,200020,400,Một phần,3.23,Cao,8,Hạ,Trung du,Nhiệt đới,98,Nguy cơ trung bình
2021-09-12,Yến núi,11548,499,Có,3,Cao,3,Hạ,Đồng bằng,Rừng ngập mặn,14,Không có nguy cơ
2021-09-12,Chích chòe,133346,328,Không,2.45,Thấp,4,Xuân,Trung du,Rừng ngập mặn,9,Nguy cơ trung bình
2021-09-19,Chào mào,145531,25,Không,3.31,Thấp,9,Đông,Đồi núi,Ôn đới,75,Nguy cơ cao
2021-09-19,Công,17303,26,Một phần,2.46,Thấp,4,Xuân,Trung du,Nhiệt đới,79,Không có nguy cơ
2021-09-19,Cu Gáy,200320,229,Có,1.6,Thấp,8,Thu,Đồi núi,Rừng ngập mặn,38,Nguy cơ trung bình
2021-09-19,Yến núi,11556,482,Một phần,1.35,Trung bình,4,Thu,Đồi núi,Ôn đới,90,Nguy cơ thấp
2021-09-19,Chích chòe,133546,162,Có,4.83,Thấp,4,Thu,Trung du,Ôn đới,39,Nguy cơ cao
2021-09-19,Cú mèo,47644,101,Không,2.2,Thấp,9,Xuân,Trung du,Nhiệt đới,0,Nguy cơ trung bình
2021-09-19,Cắt nhỏ bụng vàng,31421,397,Một phần,3.8,Cao,6,Đông,Trung du,Rừng ngập mặn,26,Nguy cơ thấp
2021-09-26,Cu Gáy,200620,87,Có,2.3,Trung bình,7,Hạ,Đồi núi,Rừng ngập mặn,96,Nguy cơ thấp
2021-09-26,Yến núi,11565,57,Một phần,2.42,Cao,9,Thu,Trung du,Ôn đới,42,Không có nguy cơ
2021-09-26,Chào mào,145677,369,Một phần,1.49,Trung bình,7,Đông,Đồng bằng,Ôn đới,69,Nguy cơ cao
2021-09-26,Cắt nhỏ bụng vàng,31381,394,Có,2.5,Trung bình,9,Xuân,Đồi núi,Rừng ngập mặn,14,Nguy cơ trung bình
2021-09-26,Cú mèo,47632,245,Một phần,3.18,Trung bình,5,Hạ,Đồng bằng,Nhiệt đới,82,Nguy cơ thấp
2021-09-26,Chích chòe,133747,314,Một phần,2.44,Trung bình,8,Hạ,Đồng bằng,Nhiệt đới,37,Nguy cơ cao
2021-09-26,Công,17290,254,Không,1.69,Cao,4,Đông,Trung du,Nhiệt đới,87,Nguy cơ cao
2021-10-03,Cắt nhỏ bụng vàng,31342,331,Không,3.1,Cao,1,Hạ,Đồi núi,Nhiệt đới,84,Không có nguy cơ
2021-10-03,Yến núi,11574,30,Không,2.06,Trung bình,10,Hạ,Đồng bằng,Ôn đới,94,Nguy cơ cao
2021-10-03,Chích chòe,133947,238,Có,2.36,Trung bình,3,Thu,Đồng bằng,Rừng ngập mặn,54,Nguy cơ cao
2021-10-03,Công,17277,100,Có,2,Thấp,6,Xuân,Đồng bằng,Rừng ngập mặn,37,Nguy cơ trung bình
2021-10-03,Cú mèo,47620,65,Không,3.45,Trung bình,10,Đông,Đồi núi,Ôn đới,54,Nguy cơ cao
2021-10-03,Cu Gáy,200921,86,Một phần,2.09,Cao,6,Xuân,Trung du,Nhiệt đới,90,Nguy cơ trung bình
2021-10-03,Chào mào,145823,350,Một phần,3.17,Trung bình,9,Hạ,Đồng bằng,Rừng ngập mặn,35,Nguy cơ cao
2021-10-10,Chào mào,145968,231,Không,2.73,Cao,1,Thu,Đồi núi,Ôn đới,32,Nguy cơ cao
2021-10-10,Cắt nhỏ bụng vàng,31303,72,Không,3.07,Trung bình,3,Đông,Trung du,Rừng ngập mặn,6,Nguy cơ trung bình
2021-10-10,Cú mèo,47608,46,Không,1.24,Trung bình,2,Xuân,Trung du,Ôn đới,18,Nguy cơ thấp
2021-10-10,Cu Gáy,201223,330,Không,1.25,Trung bình,2,Hạ,Trung du,Rừng ngập mặn,98,Nguy cơ thấp
2021-10-10,Công,17264,498,Có,2.5,Thấp,2,Xuân,Trung du,Ôn đới,84,Nguy cơ thấp
2021-10-10,Yến núi,11582,91,Một phần,4.25,Cao,2,Xuân,Đồi núi,Nhiệt đới,55,Nguy cơ cao
2021-10-10,Chích chòe,134148,303,Có,1.76,Thấp,9,Đông,Đồi núi,Nhiệt đới,11,Nguy cơ cao
2021-10-17,Cu Gáy,201525,27,Có,1.65,Thấp,10,Xuân,Trung du,Rừng ngập mặn,87,Nguy cơ trung bình
2021-10-17,Chích chòe,134350,248,Một phần,3.87,Trung bình,6,Đông,Đồng bằng,Nhiệt đới,67,Nguy cơ cao
2021-10-17,Công,17251,169,Một phần,3.71,Trung bình,10,Xuân,Đồi núi,Nhiệt đới,53,Nguy cơ thấp
2021-10-17,Yến núi,11591,188,Một phần,2.33,Trung bình,3,Hạ,Đồi núi,Rừng ngập mặn,45,Nguy cơ trung bình
2021-10-17,Chào mào,146114,253,Một phần,4.49,Cao,4,Thu,Trung du,Rừng ngập mặn,73,Nguy cơ cao
2021-10-17,Cú mèo,47596,392,Không,1.14,Cao,10,Xuân,Đồng bằng,Rừng ngập mặn,45,Nguy cơ cao
2021-10-17,Cắt nhỏ bụng vàng,31264,57,Không,4.87,Cao,8,Xuân,Đồi núi,Nhiệt đới,12,Nguy cơ thấp
2021-10-24,Cắt nhỏ bụng vàng,31225,209,Một phần,4.7,Trung bình,5,Xuân,Đồi núi,Ôn đới,82,Nguy cơ trung bình
2021-10-24,Yến núi,11600,361,Có,3.57,Cao,6,Hạ,Đồi núi,Nhiệt đới,29,Nguy cơ cao
2021-10-24,Công,17239,299,Không,4.65,Cao,9,Thu,Trung du,Rừng ngập mặn,91,Nguy cơ cao
2021-10-24,Cu Gáy,201827,440,Có,1.86,Thấp,4,Xuân,Trung du,Rừng ngập mặn,59,Nguy cơ thấp
2021-10-24,Cú mèo,47584,159,Có,3.63,Thấp,4,Đông,Đồng bằng,Rừng ngập mặn,40,Nguy cơ cao
2021-10-24,Chào mào,146261,242,Một phần,2.79,Thấp,8,Xuân,Đồi núi,Nhiệt đới,5,Nguy cơ cao
2021-10-24,Chích chòe,134551,401,Một phần,2.38,Cao,3,Hạ,Đồi núi,Rừng ngập mặn,92,Nguy cơ cao
2021-10-31,Chào mào,146407,312,Một phần,3.2,Trung bình,5,Đông,Trung du,Rừng ngập mặn,86,Nguy cơ cao
2021-10-31,Chích chòe,134753,322,Không,4.8,Thấp,1,Thu,Đồi núi,Ôn đới,29,Nguy cơ cao
2021-10-31,Cắt nhỏ bụng vàng,31186,368,Có,4.59,Cao,2,Thu,Đồi núi,Nhiệt đới,9,Nguy cơ cao
2021-10-31,Cu Gáy,202130,408,Có,1.38,Trung bình,10,Thu,Đồi núi,Rừng ngập mặn,84,Nguy cơ trung bình
2021-10-31,Công,17226,182,Không,3.51,Thấp,6,Thu,Trung du,Rừng ngập mặn,79,Không có nguy cơ
2021-10-31,Yến núi,11608,76,Một phần,1.58,Thấp,4,Hạ,Đồng bằng,Nhiệt đới,50,Nguy cơ thấp
2021-10-31,Cú mèo,47573,29,Không,2.01,Cao,6,Xuân,Trung du,Ôn đới,64,Nguy cơ cao
2021-11-07,Cú mèo,47561,83,Một phần,1.49,Trung bình,3,Thu,Đồng bằng,Ôn đới,48,Nguy cơ thấp
2021-11-07,Cu Gáy,202433,90,Có,1.03,Thấp,7,Đông,Đồng bằng,Nhiệt đới,86,Nguy cơ thấp
2021-11-07,Cắt nhỏ bụng vàng,31147,392,Không,3.33,Cao,2,Xuân,Trung du,Nhiệt đới,72,Không có nguy cơ
2021-11-07,Chào mào,146553,313,Không,3.42,Thấp,6,Đông,Đồi núi,Ôn đới,1,Nguy cơ cao
2021-11-07,Yến núi,11617,179,Không,3.43,Thấp,4,Xuân,Đồi núi,Rừng ngập mặn,23,Không có nguy cơ
2021-11-07,Công,17213,314,Có,4.86,Cao,9,Xuân,Đồng bằng,Ôn đới,79,Không có nguy cơ
2021-11-07,Chích chòe,134955,164,Không,3.02,Thấp,3,Hạ,Trung du,Rừng ngập mặn,14,Nguy cơ cao
2021-11-14,Yến núi,11626,306,Một phần,1.22,Trung bình,2,Đông,Đồng bằng,Nhiệt đới,65,Không có nguy cơ
2021-11-14,Cú mèo,47549,87,Không,3.55,Thấp,7,Xuân,Đồi núi,Nhiệt đới,44,Không có nguy cơ
2021-11-14,Cu Gáy,202736,51,Có,1.92,Thấp,3,Thu,Trung du,Rừng ngập mặn,30,Nguy cơ thấp
2021-11-14,Chích chòe,135157,444,Có,3.5,Trung bình,5,Xuân,Đồng bằng,Nhiệt đới,89,Nguy cơ cao
2021-11-14,Chào mào,146700,427,Một phần,2.71,Thấp,6,Đông,Đồi núi,Ôn đới,19,Nguy cơ cao
2021-11-14,Công,17200,94,Không,3.29,Cao,10,Đông,Trung du,Nhiệt đới,4,Nguy cơ trung bình
2021-11-14,Cắt nhỏ bụng vàng,31108,337,Không,2.84,Thấp,10,Hạ,Đồng bằng,Rừng ngập mặn,4,Không có nguy cơ
2021-11-21,Yến núi,11635,400,Một phần,1.19,Cao,5,Xuân,Đồi núi,Rừng ngập mặn,96,Nguy cơ trung bình
2021-11-21,Công,17187,184,Một phần,2.03,Trung bình,10,Xuân,Đồng bằng,Rừng ngập mặn,70,Nguy cơ trung bình
2021-11-21,Chào mào,146846,135,Một phần,1.63,Cao,4,Đông,Đồng bằng,Rừng ngập mặn,60,Nguy cơ cao
2021-11-21,Cú mèo,47537,288,Không,2.54,Cao,5,Đông,Đồi núi,Ôn đới,78,Không có nguy cơ
2021-11-21,Cu Gáy,203041,391,Không,1.32,Thấp,7,Xuân,Đồi núi,Rừng ngập mặn,82,Nguy cơ thấp
2021-11-21,Chích chòe,135360,282,Có,2.24,Cao,1,Xuân,Đồi núi,Rừng ngập mặn,14,Nguy cơ cao
2021-11-21,Cắt nhỏ bụng vàng,31069,279,Có,2.74,Thấp,6,Thu,Đồng bằng,Ôn đới,80,Không có nguy cơ
2021-11-28,Yến núi,11643,147,Một phần,3.99,Thấp,7,Đông,Đồi núi,Ôn đới,99,Nguy cơ trung bình
2021-11-28,Cắt nhỏ bụng vàng,31030,29,Có,1.91,Cao,2,Thu,Đồng bằng,Ôn đới,28,Nguy cơ trung bình
2021-11-28,Chào mào,146993,258,Không,4.54,Thấp,9,Thu,Trung du,Ôn đới,83,Nguy cơ cao
2021-11-28,Cú mèo,47525,307,Không,4.92,Trung bình,10,Hạ,Trung du,Rừng ngập mặn,36,Nguy cơ trung bình
2021-11-28,Công,17174,353,Một phần,2.6,Trung bình,2,Đông,Trung du,Rừng ngập mặn,44,Không có nguy cơ
2021-11-28,Chích chòe,135563,458,Có,2.48,Trung bình,4,Hạ,Đồi núi,Ôn đới,94,Nguy cơ cao
2021-11-28,Cu Gáy,203345,295,Không,3.27,Thấp,9,Đông,Đồng bằng,Nhiệt đới,54,Nguy cơ trung bình
2021-12-05,Chào mào,147140,460,Không,4.91,Trung bình,6,Thu,Trung du,Rừng ngập mặn,38,Nguy cơ cao
2021-12-05,Cú mèo,47513,303,Một phần,3.43,Thấp,7,Thu,Trung du,Rừng ngập mặn,73,Nguy cơ cao
2021-12-05,Công,17161,128,Không,1.37,Cao,1,Thu,Đồi núi,Ôn đới,9,Không có nguy cơ
2021-12-05,Cu Gáy,203650,49,Không,2.05,Trung bình,1,Hạ,Đồi núi,Rừng ngập mặn,72,Nguy cơ thấp
2021-12-05,Yến núi,11652,455,Một phần,4.37,Cao,6,Đông,Trung du,Rừng ngập mặn,35,Nguy cơ cao
2021-12-05,Cắt nhỏ bụng vàng,30991,200,Có,2.38,Trung bình,9,Thu,Trung du,Ôn đới,85,Nguy cơ cao
2021-12-05,Chích chòe,135767,87,Một phần,3.59,Cao,3,Thu,Đồng bằng,Ôn đới,8,Nguy cơ cao
2021-12-12,Chào mào,147287,404,Không,1.85,Cao,6,Đông,Đồng bằng,Rừng ngập mặn,91,Nguy cơ cao
2021-12-12,Cú mèo,47501,146,Một phần,4.76,Thấp,3,Xuân,Đồi núi,Rừng ngập mặn,71,Nguy cơ thấp
2021-12-12,Cắt nhỏ bụng vàng,30952,295,Có,3.23,Cao,3,Xuân,Đồng bằng,Ôn đới,43,Không có nguy cơ
2021-12-12,Công,17148,207,Có,4.39,Thấp,6,Thu,Đồng bằng,Nhiệt đới,82,Không có nguy cơ
2021-12-12,Chích chòe,135970,21,Một phần,1.54,Thấp,5,Hạ,Trung du,Rừng ngập mặn,77,Nguy cơ cao
2021-12-12,Cu Gáy,203956,384,Có,4.41,Cao,5,Thu,Đồi núi,Ôn đới,92,Nguy cơ trung bình
2021-12-12,Yến núi,11661,465,Không,4.36,Cao,10,Hạ,Trung du,Nhiệt đới,12,Nguy cơ trung bình
2021-12-19,Công,17135,310,Có,3.1,Trung bình,10,Thu,Đồi núi,Rừng ngập mặn,81,Nguy cơ thấp
2021-12-19,Yến núi,11670,396,Một phần,2.79,Cao,8,Thu,Trung du,Rừng ngập mặn,46,Nguy cơ cao
2021-12-19,Chào mào,147435,228,Một phần,3.29,Cao,3,Hạ,Đồng bằng,Nhiệt đới,31,Nguy cơ cao
2021-12-19,Cu Gáy,204262,65,Có,4.02,Thấp,4,Hạ,Trung du,Rừng ngập mặn,65,Nguy cơ thấp
2021-12-19,Cắt nhỏ bụng vàng,30914,465,Không,3.37,Cao,8,Thu,Đồi núi,Ôn đới,6,Không có nguy cơ
2021-12-19,Chích chòe,136174,361,Có,4.01,Cao,5,Đông,Đồng bằng,Rừng ngập mặn,68,Nguy cơ cao
2021-12-19,Cú mèo,47489,467,Không,3.27,Trung bình,6,Thu,Đồi núi,Rừng ngập mặn,51,Nguy cơ cao
